_id	date	site	parameter	index_value	description	health_advisory	health_effects
29350	7/27/2019	North Braddock	PM10B	33	Good		
31828	11/3/2019	Harrison Township	NO2	17	Good		
33655	1/18/2020	Liberty 2	PM25T	37	Good		
66348	2/9/2023	Pittsburgh	NO2_500	28	Good		
4586	8/1/2016	Lincoln	PM10	28	Good		
80401	7/18/2024	Harrison Township	OZONE	38	Good		
36654	6/1/2020	Avalon	SO2	1	Good		
73911	10/22/2023	Parkway East	CO	6	Good		
151	1/8/2016	Flag Plaza	CO	0	Good		
1637	3/19/2016	Lincoln	PM10	18	Good		
74040	10/27/2023	Clairton	PM25_640	23	Good		
10942	5/18/2017	South Fayette	OZONE	50	Good		
42181	2/15/2021	Parkway East	NO2	17	Good		
36289	5/16/2020	Parkway East	CO	9	Good		
43423	4/17/2021	Glassport High Street	PM10	6	Good		
77253	3/7/2024	Pittsburgh	PM25_640	20	Good		
8486	1/27/2017	North Braddock	SO2	1	Good		
39258	9/27/2020	Lawrenceville 2	CO	4	Good		
2817	5/11/2016	Liberty 2	PM10	13	Good		
81019	8/11/2024	Liberty	SO2	34	Good		
49021	12/7/2021	Liberty 2	PM10	8	Good		
48942	12/5/2021	South Fayette	OZONE	35	Good		
36021	5/4/2020	Harrison Township	NO2	2	Good		
2	1/1/2016	Flag Plaza	CO	0	Good		
33418	1/8/2020	South Fayette	SO2	1	Good		
43548	4/23/2021	North Braddock	SO2	9	Good		
44657	6/14/2021	Pittsburgh	PM10_640	22	Good		
20197	7/1/2018	Harrison Township	NO2	9	Good		
17178	2/18/2018	Flag Plaza	CO	0	Good		
39096	9/19/2020	North Braddock	SO2	0	Good		
51791	2/28/2022	South Fayette	SO2	0	Good		
1195	2/27/2016	Flag Plaza	CO	0	Good		
65773	1/23/2023	North Braddock	CO	3	Good		
79994	7/5/2024	Clairton	PM25_640	28	Good		
55773	6/18/2022	Harrison Township	OZONE	36	Good		
76728	2/14/2024	Harrison Township	OZONE	31	Good		
4673	8/5/2016	Avalon	SO2	0	Good		
53330	4/10/2022	Harrison Township	NO2	12	Good		
20841	7/30/2018	Harrison Township	OZONE	29	Good		
5235	8/30/2016	Liberty 2	PM25(2)	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
73092	9/16/2023	Liberty	SO2	16	Good		
23271	11/15/2018	North Braddock	SO2	1	Good		
55384	6/6/2022	Parkway East	NO2	17	Good		
29311	7/25/2019	Lincoln	PM25	75	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
78073	4/14/2024	Lawrenceville	OZONE	50	Good		
77720	3/29/2024	Parkway East	NO2	15	Good		
39099	9/20/2020	Parkway East	CO	9	Good		
10608	5/3/2017	Liberty 2	PM10	9	Good		
17431	3/1/2018	Liberty	SO2	16	Good		
7828	12/26/2016	North Braddock	SO2	33	Good		
40316	11/15/2020	Lawrenceville	OZONE	30	Good		
39524	10/9/2020	Parkway East	CO	35	Good		
37504	7/9/2020	Lawrenceville 2	CO	5	Good		
39497	10/8/2020	Lincoln	PM10	31	Good		
12354	7/19/2017	Parkway East	CO	11	Good		
19042	5/11/2018	Lawrenceville	OZONE	38	Good		
78719	5/13/2024	Parkway East	PM25_640	36	Good		
55548	6/11/2022	Parkway East	CO	15	Good		
16564	1/21/2018	Lawrenceville	PM25B	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22222	9/30/2018	Harrison Township	NO2	14	Good		
70455	5/29/2023	Parkway East	PM25_640	35	Good		
72956	9/10/2023	Pittsburgh	NO2_500	8	Good		
12665	8/2/2017	Parkway East	CO	26	Good		
33527	1/13/2020	Avalon	PM25T	38	Good		
72383	8/18/2023	Lawrenceville 2	SO2	2	Good		
40581	11/28/2020	Parkway East	NO2	25	Good		
272	1/14/2016	Harrison Township	NO2	44	Good		
53244	4/7/2022	North Braddock	SO2	1	Good		
22068	9/23/2018	Harrison Township	OZONE	22	Good		
34807	3/9/2020	Avalon	PM25T	41	Good		
22393	10/7/2018	Lincoln	PM25	78	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
12105	7/8/2017	Avalon	SO2	0	Good		
39851	10/24/2020	Lincoln	PM25	13	Good		
3200	5/29/2016	Harrison Township	NO2	20	Good		
80565	7/25/2024	Lawrenceville 2	CO	3	Good		
40857	12/12/2020	Parkway East	PM25T	49	Good		
78948	5/24/2024	North Braddock	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
42289	2/21/2021	Parkway East	NO2	44	Good		
35960	5/1/2020	Parkway East	NO2	16	Good		
23232	11/13/2018	North Braddock	PM10B	29	Good		
35319	4/2/2020	Lawrenceville 2	CO	2	Good		
29279	7/24/2019	Avalon	SO2	0	Good		
24574	1/11/2019	Lawrenceville	OZONE	31	Good		
48753	11/30/2021	Parkway East	NO2	18	Good		
36292	5/16/2020	Flag Plaza	PM10	12	Good		
75942	1/15/2024	Glassport High Street	PM10	10	Good		
42178	2/15/2021	Lawrenceville 2	SO2	5	Good		
12164	7/10/2017	Liberty	SO2	30	Good		
14949	11/11/2017	Parkway East	NO2	12	Good		
5602	9/16/2016	Lincoln	PM25	49	Good		
82914	10/27/2024	Pittsburgh	PM25_640	23	Good		
26075	3/15/2019	Avalon	SO2	0	Good		
80321	7/15/2024	Lawrenceville	OZONE	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
44304	5/29/2021	North Braddock	SO2	0	Good		
58193	8/18/2022	Harrison Township	NO2	7	Good		
26992	4/22/2019	North Braddock	SO2	3	Good		
72190	8/9/2023	Pittsburgh	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79622	6/20/2024	Parkway East	NO2	19	Good		
21983	9/19/2018	Avalon	SO2	0	Good		
56865	7/18/2022	Pittsburgh	PM10_640	16	Good		
23735	12/5/2018	Liberty 2	PM25T	35	Good		
49809	12/31/2021	South Fayette	OZONE	27	Good		
10915	5/17/2017	Parkway East	CO	8	Good		
12273	7/15/2017	Harrison Township	NO2	13	Good		
62772	11/7/2022	Liberty	SO2	44	Good		
65947	1/28/2023	North Braddock	SO2	10	Good		
45896	8/13/2021	Harrison Township	OZONE	45	Good		
1050	2/20/2016	Parkway East	CO	5	Good		
14130	10/6/2017	Lawrenceville 2	SO2	2	Good		
22798	10/25/2018	South Fayette	OZONE	25	Good		
33638	1/18/2020	Lawrenceville 2	CO	3	Good		
2088	4/8/2016	Liberty 2	PM10	6	Good		
28265	6/13/2019	Parkway East	CO	4	Good		
79244	6/4/2024	Pittsburgh	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
18468	4/15/2018	Lawrenceville	OZONE	35	Good		
55015	5/26/2022	Harrison Township	OZONE	34	Good		
66674	2/18/2023	Lawrenceville 2	CO	2	Good		
22819	10/26/2018	South Fayette	OZONE	23	Good		
68180	4/1/2023	Parkway East	CO	5	Good		
26341	3/26/2019	Avalon	SO2	0	Good		
25194	2/7/2019	Lincoln	PM25	30	Good		
52276	3/15/2022	South Fayette	OZONE	46	Good		
53069	4/2/2022	North Braddock	PM10_640	11	Good		
56563	7/9/2022	Lawrenceville 2	CO	3	Good		
31910	11/7/2019	Parkway East	NO2	23	Good		
79655	6/22/2024	Parkway East	NO2	21	Good		
27410	5/9/2019	Lawrenceville 2	CO	3	Good		
56404	7/4/2022	North Braddock	SO2	17	Good		
45662	8/2/2021	Lawrenceville 2	CO	4	Good		
24535	1/10/2019	Parkway East	CO	5	Good		
18633	4/23/2018	Harrison Township	NO2	19	Good		
58947	9/8/2022	Harrison Township	OZONE	29	Good		
34787	3/9/2020	Lawrenceville	OZONE	45	Good		
40251	11/12/2020	Harrison Township	OZONE	31	Good		
35284	4/1/2020	Liberty	SO2	0	Good		
634	1/31/2016	Glassport High Street	PM10	13	Good		
591	1/29/2016	Glassport High Street	PM10	9	Good		
43723	5/1/2021	Pittsburgh	PM25_640	18	Good		
74264	11/5/2023	Parkway East	NO2	15	Good		
53271	4/8/2022	Harrison Township	OZONE	34	Good		
50959	2/4/2022	Flag Plaza	PM10	2	Good		
4819	8/11/2016	South Fayette	SO2	0	Good		
14234	10/10/2017	Lincoln	PM10	11	Good		
29174	7/20/2019	Lawrenceville 2	CO	2	Good		
27394	5/8/2019	Liberty 2	PM25T	36	Good		
15346	11/29/2017	Avalon	PM25T	40	Good		
45380	7/20/2021	Liberty	SO2	11	Good		
78309	4/25/2024	Lawrenceville 2	CO	2	Good		
9557	3/16/2017	Lincoln	PM10	15	Good		
77889	4/5/2024	Avalon	PM25_640	16	Good		
49865	1/2/2022	Harrison Township	OZONE	31	Good		
81074	8/13/2024	North Braddock	PM25_640	37	Good		
71100	6/24/2023	Clairton	PM25_640	24	Good		
45963	8/17/2021	Liberty	SO2	7	Good		
6458	10/24/2016	Liberty 2	PM10	21	Good		
17718	3/13/2018	Lawrenceville 2	CO	2	Good		
15136	11/19/2017	South Fayette	SO2	0	Good		
71763	7/23/2023	Pittsburgh	NO2_500	9	Good		
72808	9/3/2023	Pittsburgh	PM25_640	49	Good		
74296	11/7/2023	Parkway East	CO	6	Good		
30070	8/24/2019	West Mifflin	SO2	13	Good		
82382	10/3/2024	Pittsburgh	NO2_500	17	Good		
55779	6/18/2022	Liberty	SO2	0	Good		
17991	3/25/2018	South Fayette	SO2	3	Good		
28970	7/11/2019	Avalon	SO2	0	Good		
81055	8/13/2024	Pittsburgh	PM10_640	8	Good		
37910	7/27/2020	Avalon	SO2	1	Good		
44011	5/15/2021	Pittsburgh	PM10_640	22	Good		
79272	6/5/2024	Lawrenceville 2	SO2	4	Good		
46193	8/28/2021	North Braddock	PM10B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
21296	8/19/2018	Parkway East	NO2	7	Good		
16727	1/28/2018	Lawrenceville 2	SO2	1	Good		
22850	10/27/2018	Lawrenceville 2	CO	2	Good		
32039	11/12/2019	South Fayette	SO2	0	Good		
51263	2/12/2022	Lawrenceville 2	SO2	1	Good		
19528	6/1/2018	Lawrenceville	PM25B	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
71001	6/20/2023	South Fayette	OZONE	48	Good		
8392	1/23/2017	Glassport High Street	PM10	14	Good		
33912	1/30/2020	South Fayette	OZONE	26	Good		
80335	7/16/2024	Harrison Township	OZONE	50	Good		
32638	12/6/2019	Clairton	SO2	1	Good		
28637	6/28/2019	South Fayette	SO2	7	Good		
36162	5/10/2020	Liberty 2	PM25T	33	Good		
53477	4/12/2022	Avalon	PM25T	30	Good		
65283	1/8/2023	Clairton	PM25_640	40	Good		
1094	2/22/2016	Liberty	SO2	11	Good		
44024	5/16/2021	Harrison Township	NO2	12	Good		
71202	6/29/2023	North Braddock	SO2	14	Good		
61951	10/28/2022	Pittsburgh	PM10_640	10	Good		
11620	6/17/2017	Flag Plaza	PM10	14	Good		
59212	9/16/2022	Parkway East	NO2	16	Good		
73825	10/18/2023	Pittsburgh	PM10_640	12	Good		
39651	10/15/2020	Flag Plaza	CO	3	Good		
56403	7/4/2022	Liberty 2	PM10	25	Good		
69470	5/1/2023	Pittsburgh	PM25_640	12	Good		
50955	2/4/2022	South Fayette	SO2	0	Good		
30488	9/10/2019	Parkway East	CO	6	Good		
78770	5/16/2024	North Braddock	SO2	0	Good		
81940	9/15/2024	Pittsburgh	PM10_640	19	Good		
45484	7/25/2021	Pittsburgh	PM25_640	65	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82711	10/17/2024	North Braddock	SO2	3	Good		
26371	3/28/2019	Lawrenceville 2	CO	8	Good		
38840	9/8/2020	Lincoln	PM25	54	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79785	6/28/2024	Parkway East	CO	4	Good		
42456	3/1/2021	North Braddock	PM10B	20	Good		
38963	9/13/2020	North Braddock	PM10B	28	Good		
71122	6/25/2023	Clairton	PM25_640	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
75461	12/27/2023	North Braddock	CO	3	Good		
24090	12/20/2018	Parkway East	CO	8	Good		
12421	7/22/2017	Flag Plaza	PM10	22	Good		
13756	9/20/2017	Liberty 2	PM10	28	Good		
23650	12/1/2018	Parkway East	NO2	12	Good		
26067	3/15/2019	Lincoln	PM25	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
15535	12/7/2017	Lawrenceville 2	CO	2	Good		
21772	9/10/2018	North Braddock	SO2	0	Good		
4717	8/7/2016	Liberty 2	PM10	24	Good		
36103	5/7/2020	Avalon	SO2	0	Good		
10278	4/18/2017	Lawrenceville 2	SO2	2	Good		
3785	6/24/2016	Avalon	SO2	1	Good		
15433	12/3/2017	South Fayette	SO2	9	Good		
43626	4/27/2021	North Braddock	SO2	40	Good		
21903	9/16/2018	Avalon	SO2	0	Good		
76319	1/31/2024	North Braddock	CO	6	Good		
20915	8/2/2018	Parkway East	CO	6	Good		
58714	9/1/2022	Harrison Township	NO2	10	Good		
74926	12/4/2023	North Braddock	PM10_640	10	Good		
78193	4/19/2024	Avalon	PM25_640	26	Good		
74493	11/16/2023	North Braddock	PM10_640	50	Good		
76108	1/22/2024	Liberty	SO2	23	Good		
40153	11/7/2020	Parkway East	CO	33	Good		
7340	12/3/2016	Lawrenceville 2	CO	2	Good		
78706	5/13/2024	Parkway East	CO	12	Good		
7764	12/23/2016	North Braddock	PM10B	25	Good		
70027	5/16/2023	Pittsburgh	NO2_500	23	Good		
3417	6/8/2016	Harrison Township	OZONE	40	Good		
39198	9/24/2020	Liberty	SO2	17	Good		
32503	11/30/2019	Avalon	PM25T	41	Good		
48447	11/21/2021	North Braddock	CO	10	Good		
72467	8/22/2023	Pittsburgh	PM10_640	35	Good		
77442	3/16/2024	North Braddock	SO2	7	Good		
21022	8/7/2018	South Fayette	SO2	4	Good		
26773	4/13/2019	Flag Plaza	PM10	14	Good		
81295	8/23/2024	Liberty 2	PM10_640	22	Good		
6825	11/9/2016	Glassport High Street	PM10	42	Good		
56413	7/4/2022	Liberty	SO2	20	Good		
14952	11/11/2017	Lawrenceville	OZONE	29	Good		
494	1/25/2016	Lawrenceville	OZONE	27	Good		
23941	12/14/2018	Liberty 2	PM10	40	Good		
3469	6/10/2016	Parkway East	NO2	25	Good		
41811	1/28/2021	Avalon	PM25T	15	Good		
10303	4/19/2017	Flag Plaza	PM10	20	Good		
8388	1/22/2017	North Braddock	SO2	4	Good		
18164	4/2/2018	Harrison Township	OZONE	42	Good		
73766	10/15/2023	Lawrenceville 2	SO2	1	Good		
3177	5/28/2016	Flag Plaza	CO	0	Good		
25700	2/28/2019	Lawrenceville 2	SO2	1	Good		
18073	3/29/2018	Avalon	PM25T	40	Good		
1301	3/3/2016	Lawrenceville 2	CO	4	Good		
46267	8/31/2021	Harrison Township	NO2	8	Good		
37823	7/23/2020	Liberty	SO2	11	Good		
29431	7/30/2019	South Fayette	OZONE	40	Good		
36966	6/15/2020	Lincoln	PM10	9	Good		
45980	8/17/2021	South Fayette	OZONE	24	Good		
68247	4/3/2023	Harrison Township	OZONE	44	Good		
46977	10/4/2021	South Fayette	OZONE	35	Good		
46654	9/18/2021	North Braddock	SO2	34	Good		
46409	9/7/2021	North Braddock	SO2	6	Good		
29455	7/31/2019	West Mifflin	SO2	1	Good		
6734	11/5/2016	Liberty 2	PM10	39	Good		
69213	4/26/2023	Lawrenceville 2	CO	3	Good		
59140	9/14/2022	Harrison Township	NO2	10	Good		
23233	11/13/2018	Parkway East	CO	8	Good		
15155	11/20/2017	Parkway East	NO2	17	Good		
77713	3/29/2024	Liberty 2	PM10_640	12	Good		
79213	6/3/2024	Harrison Township	OZONE	47	Good		
10833	5/13/2017	Avalon	SO2	0	Good		
30735	9/20/2019	Lincoln	PM10	36	Good		
32338	11/24/2019	Glassport High Street	PM10	10	Good		
23703	12/3/2018	Glassport High Street	PM10	14	Good		
45348	7/18/2021	Flag Plaza	PM10	14	Good		
20427	7/11/2018	Liberty 2	PM10	35	Good		
4446	7/25/2016	Liberty 2	PM10	20	Good		
50096	1/9/2022	North Braddock	PM10B	24	Good		
15553	12/8/2017	South Fayette	OZONE	21	Good		
58985	9/9/2022	Pittsburgh	NO2_500	10	Good		
34038	2/4/2020	Liberty 2	PM25T	34	Good		
31704	10/29/2019	Harrison Township	NO2	15	Good		
2964	5/18/2016	North Braddock	SO2	0	Good		
15041	11/15/2017	Liberty	SO2	11	Good		
72129	8/7/2023	Harrison Township	NO2	9	Good		
27062	4/24/2019	West Mifflin	SO2	0	Good		
51297	2/13/2022	Liberty	SO2	0	Good		
38308	8/14/2020	Parkway East	PM25T	43	Good		
71682	7/19/2023	Parkway East	PM25_640	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
19505	5/31/2018	Lawrenceville	OZONE	43	Good		
56518	7/7/2022	Clairton	PM25_640	31	Good		
19912	6/18/2018	Parkway East	CO	6	Good		
77665	3/26/2024	Lawrenceville	OZONE	34	Good		
41437	1/9/2021	Lawrenceville	OZONE	19	Good		
79413	6/10/2024	Pittsburgh	PM25_640	22	Good		
30170	8/28/2019	Liberty 2	PM10	11	Good		
50467	1/20/2022	Glassport High Street	PM10	7	Good		
65590	1/17/2023	Lawrenceville	OZONE	23	Good		
41803	1/27/2021	Parkway East	CO	9	Good		
15262	11/25/2017	Glassport High Street	PM10	33	Good		
16375	1/13/2018	North Braddock	PM10B	9	Good		
15250	11/25/2017	Liberty 2	PM25T	77	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
15121	11/19/2017	Liberty 2	PM10	15	Good		
22679	10/20/2018	Avalon	SO2	0	Good		
73512	10/4/2023	North Braddock	CO	6	Good		
6810	11/9/2016	Parkway East	NO2	19	Good		
35484	4/10/2020	Lincoln	PM25	20	Good		
35892	4/28/2020	Parkway East	NO2	15	Good		
12922	8/13/2017	Lawrenceville 2	SO2	0	Good		
76837	2/19/2024	Liberty 2	PM25_640	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
70937	6/17/2023	Lawrenceville 2	CO	4	Good		
75250	12/17/2023	Liberty 2	PM10_640	19	Good		
11389	6/6/2017	Parkway East	CO	6	Good		
58906	9/7/2022	Lawrenceville	OZONE	23	Good		
19752	6/11/2018	South Fayette	SO2	1	Good		
13809	9/22/2017	Liberty 2	PM25(2)	62	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
6914	11/13/2016	Lawrenceville 2	CO	9	Good		
44471	6/6/2021	Pittsburgh	PM25_640	67	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
70245	5/21/2023	Parkway East	PM25_640	41	Good		
16513	1/19/2018	Lawrenceville	PM25B	33	Good		
80934	8/7/2024	Clairton	PM25_640	37	Good		
82571	10/10/2024	Pittsburgh	PM25_640	22	Good		
28610	6/27/2019	Harrison Township	OZONE	47	Good		
10416	4/24/2017	Flag Plaza	CO	0	Good		
29922	8/19/2019	Harrison Township	OZONE	71	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
48525	11/23/2021	Parkway East	NO2	29	Good		
44818	6/22/2021	Glassport High Street	PM10	17	Good		
72457	8/21/2023	Liberty 2	PM25T	81	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
77711	3/28/2024	Pittsburgh	PM25_640	28	Good		
16602	1/23/2018	Avalon	SO2	0	Good		
55214	6/1/2022	North Braddock	PM10_640	43	Good		
69868	5/11/2023	Parkway East	CO	33	Good		
34907	3/14/2020	Avalon	PM25T	25	Good		
147	1/7/2016	Lincoln	PM10	72	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
4763	8/9/2016	Parkway East	PM25T	38	Good		
38674	8/31/2020	Flag Plaza	PM10	15	Good		
71637	7/17/2023	Avalon	PM25_640	121	Unhealthy for Sensitive Groups	"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion."	"Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
6681	11/3/2016	North Braddock	SO2	66	Moderate		
74101	10/30/2023	Liberty	SO2	4	Good		
54818	5/20/2022	Liberty 2	PM10	30	Good		
52155	3/11/2022	Avalon	PM25T	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
36010	5/3/2020	Liberty 2	PM25T	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
206	1/10/2016	Avalon	SO2	0	Good		
20770	7/26/2018	North Braddock	SO2	6	Good		
82889	10/26/2024	North Braddock	PM10_640	21	Good		
34867	3/12/2020	Liberty 2	PM25T	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
45861	8/12/2021	Glassport High Street	PM10	19	Good		
41418	1/8/2021	Liberty	SO2	3	Good		
14024	10/1/2017	Avalon	SO2	1	Good		
37496	7/9/2020	North Braddock	SO2	11	Good		
52551	3/19/2022	North Braddock	PM10_640	32	Good		
16839	2/2/2018	Glassport High Street	PM10	7	Good		
74894	12/2/2023	Lawrenceville 2	SO2	1	Good		
79089	5/31/2024	Lawrenceville	OZONE	64	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
60986	10/15/2022	Parkway East	PM25_640	25	Good		
43480	4/20/2021	Parkway East	CO	6	Good		
27483	5/12/2019	Lawrenceville	OZONE	26	Good		
52017	3/7/2022	Liberty	SO2	16	Good		
37614	7/14/2020	Liberty 2	PM10	15	Good		
6516	10/27/2016	Flag Plaza	CO	0	Good		
35452	4/8/2020	North Braddock	SO2	0	Good		
60493	10/7/2022	Liberty 2	PM25T	37	Good		
14378	10/17/2017	Lawrenceville 2	CO	4	Good		
29531	8/3/2019	Harrison Township	NO2	8	Good		
34282	2/15/2020	Lincoln	PM25	27	Good		
